isin;structure;actualite;action
FR0010697532;Keren Corporate est un fonds investissant sur des titres de créance et instruments du marché monétaire, libellés en euro ou en devises, de dette privée, et à la marge de dette convertible . Il se concentre essentiellement sur des obligations de la zone Euro mais un risque de change résiduel peut exister. Le fonds a un biais High Yield (obligations de sociétés à la solvabilité médiocre mais offrant un rendement élevé) certain.;Le gérant maintient son biais High Yield fort (65%). Le taux de rendement actuariel est légèrement inférieur à 3,5% soit net de frais de gestion 2,3%. Le gérant se concentre sur des émissions à court moyen terme (< 3-5 ans). ;VENDRE
FR0011271550;Keren Essentiels est un fonds actions françaises qui investit dans des PME, c’est donc un fonds de micro capitalisations. Son exposition aux actions peut varier de 60 à 100% en fonction des idées d’investissement et de l’appréciation du marché. ;La capitalisation médiane est très faible (< 200 millions d’Euros) attestant d’univers réellement micro caps. Le fonds est actuellement totalement investi. Le biais est plutôt sur les cycliques afin de profiter de la croissance européenne. ;Alléger
FR0000980427;Le fonds KEREN PATRIMOINE est un fonds d'allocation d'actifs restreint à deux classes d'actifs majoritaires : des actions et des obligations européennes avec une composante obligations convertibles. Il peut être exposé jusqu'à 100% en obligations et instruments monétaires et à 35% en actions. La partie obligataire est constituée quasi exclusivement d'obligations corporate avec un très fort biais High Yield. Les positions obligataires peuvent être assez concentrées (4-5% max versus 2% traditionnellement) et contrariantes. La gestion apparaît assez flexible dans cette allocation. La partie actions a un biais petites et moyennes capitalisations de croissance mais celui-ci s’atténue au fil du temps. ;Le fonds a fortement souffert sur le dernier trimestre de l’écartement des spread de crédit et de l’accès de faiblesse sur les mid caps. Pour le gérant cet accès de faiblesse du marché est plutôt une opportunité d’achat. Le taux d’exposition est maintenant supérieur à 30% pour un maximum de 35%. Le gérant regarde à nouveau des dossiers de petites capitalisations qui ont fortement souffert.  Sur la partie obligataire le taux de rendement est maintenant supérieur à 6,5%. L’investisseur est à nouveau rémunéré pour le risque. Attention, cela ne veut pas forcement dire qu’on a atteint les plus bas sur les obligations d’entreprises. Malgré tout la gestion est résolument positive. ;Acheter
FR0012020774;;;
FR0011645670;Fonds d’actions françaises privilégiant les Micro, Small et Mid Caps familiales (< 5 Mds€). Le portefeuille reste concentré (60 lignes) mais plus diversifié que les autres fonds de la gamme. La sélection s’effectue sur des valeurs aussi bien traditionnelles que technologiques dans des secteurs restreints et ayant fait preuve d’une capacité d’innovation et de croissance pérenne. ;Portefeuille essentiellement positionné sur des Micro Caps (< 300M€ : 40%) et les Mid Caps (1 à 5 Mds € : 40%). Les secteurs privilégiés sont l'industrie (35%) et les logiciels et services informatiques (25%). ;
FR0010501296;"Fonds d’actions européennes recherchant des sociétés à caractère défensif délivrant un dividende élevé de manière régulière et pérenne. Le portefeuille est concentré sur 40 à 50 valeurs avec un faible taux de rotation (<30%). Son positionnement est multi-capitalisation avec un biais sur des sociétés de taille > 5 Mds€ (41%).
La gestion évite toute valeur dont le cours peut être sous une influence externe non contrôlable telles que des décisions réglementaires (utilities, telecom, …) ou l’évolution des matières premières (énergie, …).";La gestion ne s’interdit cependant pas ces secteurs et s’est récemment de nouveau positionnée sur les Télécoms car estime qu’elles se sont plus sous pression fiscale.;
FR0010501312;Fonds actions européennes essentiellement positionné sur des valeurs familiales françaises de toute capitalisation. La sélection se fait donc sur des valeurs ayant une capacité de croître régulièrement et de générer des dividendes pérennes. La gestion a vocation à rester positionnée sur ces valeurs sur le long terme.;Pas de préférence de capitalisation (1/3 Small, 1/3 Mid, 1/3 Large). Léger biais pour les secteurs de l'industrie (18%) et des logiciels et services informatiques (19%). ;
FR0010657601;La Française multi stratégies obligataires est un fonds d’obligations internationales mêlant plusieurs types de stratégies : l’exposition à la sensibilité obligataire, le crédit, la courbe, les devises (quoique dans une moindre mesure que les autres fonds de la catégorie) et les émergents. Le fonds a un positionnement relativement prudent. Le risque de change est peu présent pour un fonds d’obligations internationales.;La sensibilité du fonds est proche de 0. Plus précisément le fonds est long sur le crédit entreprises (High Yield + subordonnées bancaires) et vendeur des obligations souveraines. La aussi le positionnement est plus complexe puisque le fonds est short des pays cœur (Allemagne et de plus en plus France à l’approche des élections) et long des pays périphériques. Les émergents sont peu présents dans le fonds car le fonds se limite aux pays de l'OCDE. Les deux principales expositions du fonds sont donc le crédit et les périphériques.            ;CONSERVER
LU1012219207;LFIS Premia est un fonds de performance absolue. Sa stratégie se fonde sur les primes de risque. L’idée est que l’alpha, i.e. la surperformance telle qu’on l’entend de manière classique n’existe pas. Le gérant sur performant s’est juste exposé à des primes de risque (momentum, value versus croissance, prime de liquidité, de portage…) payantes. Partant de ce principe, le gérant essaie de s’exposer à ses primes via des arbitrages (positions long/short), l’exposition au marché (beta) devant être la plus faible possible. Le modèle est quantitatif. Le nombre de positions est très important et le gérant s’assure qu’elles ne soient pas trop corrélées entre elles.;Sur les primes académiques (value, carry, momentum …), cela a bien fonctionné depuis le début de l’année (plus de +1% de performance). Sur les primes de carry rien à signaler. Ce qui a couté au fonds ce sont les stratégies de primes implicites et notamment la volatilité implicite. Dans le fonds la volatilité se joue en « relative value ». Ils sont acheteurs de la volatilité réalisée et vendeur de  la volatilité implicite. Avec le pic de volatilité implicite, le fonds a perdu. Le fonds est aussi sensible à la différence de volatilité implicite entre S&P 5000 et Eurostoxx. Le gérant est positif sur cette stratégie qui devrait produire de la performance si la situation se normalise. ;
FR0011042811;Objectif Investissement Microcaps est un fonds investissant sur des actions européennes entre 10 et 100 millions d’Euros de capitalisation boursière, soit des très petites capitalisations. La taille moyenne des titres en portefeuille est proche de la limite haute.  L’inconvénient de ces titres est la liquidité qui est souvent faible. Cette illiquidité est compensée par une rentabilité potentielle élevée.;Le gérant estime que ce segment est délaissé et donc attractif en termes de valorisation. Le P/E (prospectif c’est-à-dire sur les 12 prochains mois) est inférieur à 9. Cependant, le segment peut végéter avant de trouver un catalyseur.  ;
FR0010235499;Objectif Alpha Obligations est un fonds d’allocation d’actifs sur la classe d’actifs obligataire. Le gérant utilise 3 moteurs de performance : les obligations subordonnées bancaires, les obligations d’entreprises européennes High Yield et les obligations d’entreprises issues des pays émergents. Une quatrième source performance peut être utilisée à la marge: les obligations souveraines pays développés. Le gérant adopte une gestion en valeur absolue même si l’allocation a relativement peu évoluée au cours des dernières années.;Actuellement le fonds est investi à 35% en obligations subordonnées financières, 33% d’obligations d’entreprises notées High Yield et 25% d’obligations d’entreprises émergentes (le reliquat étant investi en obligations souveraines pays développés). Le taux de rendement actuariel du fonds est inférieur à 3% nets de frais ce qui ne compense pas le risque pris selon nous.    ;
